Site,ENSO_Phase,Month_Name,Avg_Monthly_New_SWE,SD_Monthly_New_SWE,N_Years
Stevens Pass,Strong La Niña,Jan,13.966666666666663,3.4961884007206088,3
Stevens Pass,Strong La Niña,Mar,8.100000000000003,2.3895606290696976,3
Stevens Pass,Strong La Niña,Nov,7,3.968626966596886,3
Stevens Pass,Moderate La Niña,Apr,5.424999999999999,1.9259196937221115,4
Stevens Pass,Moderate La Niña,Dec,12.65,3.534119409414459,4
Stevens Pass,Moderate La Niña,Feb,13.850000000000001,7.311406613413501,4
Stevens Pass,Moderate La Niña,Jan,8.824999999999998,4.832097543165564,4
Stevens Pass,Moderate La Niña,Mar,8.475,3.125566615298203,4
Stevens Pass,Moderate La Niña,Nov,10.025,4.644261692310918,4
Stevens Pass,Weak La Niña,Apr,4.020000000000001,2.143621027866428,10
Stevens Pass,Weak La Niña,Dec,10.16,3.0851616201136394,10
Stevens Pass,Weak La Niña,Feb,7.839999999999999,2.712604324670706,10
Stevens Pass,Weak La Niña,Jan,10.48,5.4976358555291744,10
Stevens Pass,Weak La Niña,Mar,9.01,4.588257960393148,10
Stevens Pass,Weak La Niña,Nov,7.43,2.5429859963786225,10
Stevens Pass,Neutral,Apr,3.3076923076923066,2.1715821952597647,13
Stevens Pass,Neutral,Dec,10.292307692307691,5.751153730406555,13
Stevens Pass,Neutral,Feb,8.807692307692307,4.947636058169857,13
Stevens Pass,Neutral,Jan,11.107692307692309,6.667890913232551,13
Stevens Pass,Neutral,Mar,8.061538461538463,5.03447091916295,13
Stevens Pass,Neutral,Nov,6.061538461538461,2.6946052467657364,13
Stevens Pass,Weak El Niño,Apr,2.074999999999997,0.7363035088486716,8
Stevens Pass,Weak El Niño,Dec,10.575000000000001,4.62809741840918,8
Stevens Pass,Weak El Niño,Feb,7.612500000000001,4.229298320728191,8
Stevens Pass,Weak El Niño,Jan,9.837499999999999,6.6682483242817,8
Stevens Pass,Weak El Niño,Mar,6.612500000000002,3.993007280591552,8
Stevens Pass,Weak El Niño,Nov,5.4125,5.036846377305092,8
Stevens Pass,Moderate El Niño,Apr,2.650000000000004,2.3334523779156022,2
Stevens Pass,Moderate El Niño,Dec,6.750000000000001,3.464823227814083,2
Stevens Pass,Moderate El Niño,Feb,5.9,3.9597979746446645,2
Stevens Pass,Moderate El Niño,Jan,9.5,2.2627416997969503,2
Stevens Pass,Moderate El Niño,Mar,5.199999999999999,1.6970562748477132,2
Stevens Pass,Moderate El Niño,Nov,11.05,0.3535533905932738,2
Stevens Pass,Strong El Niño,Apr,1.279999999999999,0.9808159868191368,5
Stevens Pass,Strong El Niño,Dec,10.120000000000001,2.544995088403905,5
Stevens Pass,Strong El Niño,Feb,5.8199999999999985,1.0232301793829202,5
Stevens Pass,Strong El Niño,Jan,11.82,3.3101359488697732,5
Stevens Pass,Strong El Niño,Mar,3.9999999999999987,2.4949949899749306,5
Stevens Pass,Strong El Niño,Nov,5.239999999999999,3.415845429758202,5
Wells Creek,Strong La Niña,Apr,3.9500000000000046,2.192031021678301,2
Wells Creek,Strong La Niña,Dec,10.8,1.8384776310850222,2
Wells Creek,Strong La Niña,Feb,8.4,3.3941125496954236,2
Wells Creek,Strong La Niña,Jan,11.200000000000001,0.2828427124746205,2
Wells Creek,Strong La Niña,Mar,9.750000000000004,1.6263455967290523,2
Wells Creek,Strong La Niña,Nov,4.4,0.4242640687119289,2
Wells Creek,Moderate La Niña,Apr,5.36666666666666,3.2578111260988316,3
Wells Creek,Moderate La Niña,Dec,9.733333333333334,2.1548395145191988,3
Wells Creek,Moderate La Niña,Feb,12.233333333333333,3.6004629331980813,3
Wells Creek,Moderate La Niña,Jan,9.1,0.98488578017961,3
Wells Creek,Moderate La Niña,Mar,12.6,4.358898943540666,3
Wells Creek,Moderate La Niña,Nov,6.733333333333333,1.6802777548171408,3
Wells Creek,Weak La Niña,Apr,5.611111111111112,3.77473325032526,9
Wells Creek,Weak La Niña,Dec,6.8999999999999995,2.513961017995307,9
Wells Creek,Weak La Niña,Feb,6.522222222222222,2.3599670430843815,9
Wells Creek,Weak La Niña,Jan,7.911111111111111,3.4983726375432207,9
Wells Creek,Weak La Niña,Mar,8.47777777777778,5.110718583961012,9
Wells Creek,Weak La Niña,Nov,6.2,2.9736341402398514,9
Wells Creek,Neutral,Apr,3.6166666666666685,1.8258331431614088,6
Wells Creek,Neutral,Dec,11.299999999999999,4.327585932133525,6
Wells Creek,Neutral,Feb,8.183333333333332,2.4227394962452444,6
Wells Creek,Neutral,Jan,7.16666666666667,2.9655803254450332,6
Wells Creek,Neutral,Mar,10.200000000000001,1.8154889148656352,6
Wells Creek,Neutral,Nov,6.583333333333334,2.6618915580216016,6
Wells Creek,Weak El Niño,Apr,3.4500000000000015,0.9565563234854509,6
Wells Creek,Weak El Niño,Dec,8.233333333333333,2.538240860648703,6
Wells Creek,Weak El Niño,Feb,5,2.836194633659687,6
Wells Creek,Weak El Niño,Jan,6.366666666666667,4.150501977672901,6
Wells Creek,Weak El Niño,Mar,6.366666666666666,3.0024434493703067,6
Wells Creek,Weak El Niño,Nov,3.7499999999999996,5.142664678938341,6
Wells Creek,Moderate El Niño,Apr,7.300000000000001,NA,1
Wells Creek,Moderate El Niño,Dec,4.9,NA,1
Wells Creek,Moderate El Niño,Feb,4.599999999999998,NA,1
Wells Creek,Moderate El Niño,Jan,7.9,NA,1
Wells Creek,Moderate El Niño,Mar,9.399999999999999,NA,1
Wells Creek,Moderate El Niño,Nov,12.400000000000002,NA,1
Wells Creek,Strong El Niño,Apr,2.0333333333333328,1.0598742063723103,3
Wells Creek,Strong El Niño,Dec,7.266666666666667,2.8360771028541047,3
Wells Creek,Strong El Niño,Feb,7.300000000000002,0.8000000000000007,3
Wells Creek,Strong El Niño,Jan,7.866666666666668,2.8112867753634334,3
Wells Creek,Strong El Niño,Mar,8.000000000000005,3.306055050963311,3
Wells Creek,Strong El Niño,Nov,3.7666666666666675,1.3203534880225583,3
